,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,sst2_id,sst2_split,rationale_binary
219,QID709,95,"Cox offers plenty of glimpses at existing photos, but there are no movies of Nijinsky, so instead the director treats us to an aimless hodgepodge.",negative,negative,2,"aimless,hodgepodge.","[23, 24]",23,White/Caucasian,Male,Very well,PASSED,442,WY,White/Causasian,<=35,41940,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
220,QID967,224,Distinctly sub-par... more likely to drown a viewer in boredom than to send any shivers down his spine.,negative,negative,2,"drown,a,viewer,in,boredom","[5, 6, 7, 8, 9]",24,White/Caucasian,Female,Very well,PASSED,643,WY,White/Causasian,<=35,42335,train,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
221,QID895,188,"Like Rudy Yellow Lodge, Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider.",negative,no sentiment,3,"needs,to,take,a,good,sweat","[5, 6, 7, 8, 9, 10]",29,White/Caucasian,Male,Very well,PASSED,571,WY,White/Causasian,<=35,42555,train,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
222,QID521,1,"Bread, My Sweet has so many flaws it would be easy for critics to shred it.",negative,negative,2,"so,many,flaws,easy,to,shred","[4, 5, 6, 10, 13, 14]",22,White/Caucasian,Female,Very well,PASSED,302,WY,White/Causasian,<=35,42813,train,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]"
223,QID607,44,"It is supremely unfunny and unentertaining to watch middle-age and older men drink to excess, piss on trees, b.s. one another and put on a show in drag.",negative,negative,2,"It,is,supremely,unfunny,and,unentertaining","[0, 1, 2, 3, 4, 5]",19,White/Caucasian,Male,Very well,PASSED,368,WY,White/Causasian,<=35,43065,train,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
224,QID873,177,"Although the sequel has all the outward elements of the original, the first film's lovely flakiness is gone, replaced by the forced funniness found in the dullest kiddie flicks.",negative,negative,2,"forced,funniness,found,in,the,dullest,kiddie,flicks.","[21, 22, 23, 24, 25, 26, 27, 28]",25,White/Caucasian,Female,Very well,PASSED,552,WY,White/Causasian,<=35,43077,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
225,QID717,99,"Loud, chaotic and largely unfunny.",negative,negative,2,"Loud,,chaotic,largely,unfunny.","[0, 1, 3, 4]",23,White/Caucasian,Male,Very well,PASSED,448,WY,White/Causasian,<=35,43084,train,"[1, 1, 0, 1, 1]"
226,QID615,48,"It has fun with the quirks of family life, but it also treats the subject with fondness and respect.",positive,no sentiment,3,"has,fun,with,but,it,also,treats,the,subject,with,fondness","[1, 2, 3, 9, 10, 11, 12, 13, 14, 15, 16]",19,White/Caucasian,Male,Very well,PASSED,373,WY,White/Causasian,<=35,43306,train,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
227,QID545,13,Another Best of the Year selection.,positive,no sentiment,3,"Year,selection.","[4, 5]",20,White/Caucasian,Male,Well,PASSED,323,WY,White/Causasian,<=35,43407,train,"[0, 0, 0, 0, 1, 1]"
228,QID525,3,Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza.,positive,negative,2,"fizz,of,a,Busby,Berkeley,musical,visceral,excitement,extravaganza.","[2, 3, 4, 5, 6, 7, 10, 11, 15]",22,White/Caucasian,Female,Very well,PASSED,305,WY,White/Causasian,<=35,43724,train,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1]"
229,QID563,22,"... a plotline that's as lumpy as two-day old porridge... the filmmakers' paws, sad to say, were all over this ``un-bear-able'' project!",negative,negative,2,"plotline,that's,as,lumpy,as,two-day,old,porridge...,the,filmmakers',paws,,sad,to,say,,were,all,over,this,``un-bear-able'',project!","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",27,White/Caucasian,Male,Well,PASSED,338,WY,White/Causasian,<=35,43764,train,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
230,QID673,77,"Elegantly produced and expressively performed, the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy.",positive,positive,1,"Elegantly,produced,expressively,performed,,detailed,wonders,of,dreamlike,ecstasy.","[0, 1, 3, 4, 15, 16, 17, 18, 19]",19,White/Caucasian,Female,Very well,PASSED,413,WY,White/Causasian,<=35,43901,train,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
231,QID955,218,"... by the time it's done with us, Mira Nair's new movie has its audience giddy with the delight of discovery, of having been immersed in a foreign culture only to find that human nature is pretty much the same all over.",positive,no sentiment,3,done,[5],30,White/Caucasian,Female,Very well,PASSED,628,WY,White/Causasian,<=35,43913,train,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
232,QID781,131,After that it becomes long and tedious like a classroom play in a college history course.,negative,negative,2,"long,tedious","[4, 6]",23,White/Caucasian,Male,Very well,PASSED,487,WY,White/Causasian,<=35,44255,train,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
233,QID541,11,"A first-class, thoroughly involving B movie that effectively combines two surefire, beloved genres -- the prison flick and the fight film.",positive,positive,1,"involving,beloved","[3, 11]",20,White/Caucasian,Male,Well,PASSED,320,WY,White/Causasian,<=35,44292,train,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
234,QID535,8,"The movie's plot is almost entirely witless and inane, carrying every gag two or three times beyond its limit to sustain a laugh.",negative,negative,2,"almost,entirely,witless,and,inane,,gag,to,sustain,laugh.","[4, 5, 6, 7, 8, 11, 19, 20, 22]",22,White/Caucasian,Female,Very well,PASSED,313,WY,White/Causasian,<=35,44296,train,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]"
235,QID699,90,Festers in just such a dungpile that you'd swear you were watching monkeys flinging their feces at you.,negative,negative,2,"Festers,dungpile,monkeys,flinging,their,feces,at,you.","[0, 5, 12, 13, 14, 15, 16, 17]",23,White/Caucasian,Male,Very well,PASSED,434,WY,White/Causasian,<=35,44332,train,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
236,QID1019,250,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.",positive,positive,1,"exquisite,,beautifully,realized","[5, 12, 13]",27,White/Caucasian,Male,Well,PASSED,681,WY,White/Causasian,<=35,44436,train,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
237,QID623,52,This thing works on no level whatsoever for me.,negative,negative,2,"works,on,no,level,whatsoever","[2, 3, 4, 5, 6]",29,White/Caucasian,Male,Very well,PASSED,379,WY,White/Causasian,<=35,45044,train,"[0, 0, 1, 1, 1, 1, 1, 0, 0]"
238,QID905,193,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.",positive,negative,2,"arrive,early,and,stay,late,,impudent,snickers,","[3, 4, 5, 6, 7, 17, 18]",22,White/Caucasian,Male,Very well,PASSED,579,WY,White/Causasian,<=35,45497,train,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
239,QID519,0,"Beautifully crafted, engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic, twisty yarn that will keep them guessing.",positive,positive,1,"Beautifully,crafted,,engaging,filmmaking,attract,upscale,audiences,quality,nostalgic,,twisty,yarn","[0, 1, 2, 3, 6, 7, 8, 11, 14, 15, 16]",22,White/Caucasian,Female,Very well,PASSED,301,WY,White/Causasian,<=35,45819,train,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
240,QID613,47,"A zombie movie in every sense of the word -- mindless, lifeless, meandering, loud, painful, obnoxious.",negative,negative,2,"mindless,,lifeless,,meandering,,loud,,painful,,obnoxious.","[10, 11, 12, 13, 14, 15]",19,White/Caucasian,Male,Very well,PASSED,372,WY,White/Causasian,<=35,46354,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
241,QID757,119,Isabelle Huppert excels as the enigmatic Mika and Anna Mouglalis is a stunning new young talent in one of Chabrol's most intense psychological mysteries.,positive,positive,1,"excels,stunning,new,young,talent","[2, 12, 13, 14, 15]",19,White/Caucasian,Female,Very well,PASSED,470,WY,White/Causasian,<=35,47180,train,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
242,QID867,174,Bad and baffling from the get-go.,negative,negative,2,"Bad,baffling","[0, 2]",25,White/Caucasian,Female,Very well,PASSED,548,WY,White/Causasian,<=35,47202,train,"[1, 0, 1, 0, 0, 0]"
243,QID947,214,An awful movie that will only satisfy the most emotionally malleable of filmgoers.,negative,negative,2,"awful,malleable","[1, 10]",30,White/Caucasian,Female,Very well,PASSED,622,WY,White/Causasian,<=35,47498,train,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
244,QID913,197,"A breathtaking adventure for all ages, Spirit tells its poignant and uplifting story in a stunning fusion of music and images.",positive,positive,1,"breathtaking,adventure,poignant,uplifting,stunning","[1, 2, 9, 11, 15]",22,White/Caucasian,Male,Very well,PASSED,592,WY,White/Causasian,<=35,47914,train,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
245,QID937,209,Adam Sandler's Eight Crazy Nights grows on you -- like a rash.,negative,negative,2,"like,a,rash.","[9, 10, 11]",24,White/Caucasian,Male,Very well,PASSED,614,WY,White/Causasian,<=35,48248,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
246,QID1003,242,It isn't that Stealing Harvard is a horrible movie -- if only it were that grand a failure!,negative,negative,2,"grand,a,failure!","[15, 16, 17]",27,White/Caucasian,Male,Well,PASSED,670,WY,White/Causasian,<=35,48344,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
247,QID541,11,"A first-class, thoroughly involving B movie that effectively combines two surefire, beloved genres -- the prison flick and the fight film.",positive,positive,1,"involving,beloved","[3, 11]",20,White/Caucasian,Male,Well,PASSED,320,WY,White/Causasian,<=35,48377,train,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
248,QID655,68,"As quiet, patient and tenacious as Mr. Lopez himself, who approaches his difficult, endless work with remarkable serenity and discipline.",positive,no sentiment,3,"endless,work,with,remarkable,serenity,and,discipline.","[13, 14, 15, 16, 17, 18, 19]",21,White/Caucasian,Male,Very well,PASSED,404,WY,White/Causasian,<=35,49093,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
249,QID659,70,What a great shame that such a talented director as Chen Kaige has chosen to make his English-language debut with a film so poorly plotted and scripted.,negative,negative,2,"great,shame,so,poorly,plotted,and,scripted.","[2, 3, 22, 23, 24, 25, 26]",19,White/Caucasian,Female,Very well,PASSED,406,WY,White/Causasian,<=35,49442,train,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
250,QID1009,245,"Thanks largely to Williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.",negative,negative,2,"the,rest,is,waste,of,film.","[14, 15, 16, 20, 21, 22]",27,White/Caucasian,Male,Well,PASSED,676,WY,White/Causasian,<=35,49464,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1]"
251,QID989,235,"This odd, poetic road movie, spiked by jolts of pop music, pretty much takes place in Morton's ever-watchful gaze -- and it's a tribute to the actress, and to her inventive director, that the journey is such a mesmerizing one.",positive,positive,1,"inventive,director,,mesmerizing,one.","[30, 31, 38, 39]",33,White/Caucasian,Female,Well,PASSED,661,WY,White/Causasian,<=35,49838,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1]"
252,QID803,142,This is one of the biggest disappointments of the year.,negative,negative,2,"biggest,disappointments,of,the,year.","[5, 6, 7, 8, 9]",31,White/Caucasian,Female,Very well,PASSED,501,WY,White/Causasian,<=35,50066,train,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
253,QID543,12,The film is so bad it doesn't improve upon the experience of staring at a blank screen.,negative,negative,2,"is,bad","[2, 4]",20,White/Caucasian,Male,Well,PASSED,321,WY,White/Causasian,<=35,50159,train,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
254,QID843,162,"The misery of these people becomes just another voyeuristic spectacle, to be consumed and forgotten.",negative,negative,2,"consumed,and,forgotten.","[12, 13, 14]",20,White/Caucasian,Male,Well,PASSED,528,WY,White/Causasian,<=35,50242,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
255,QID709,95,"Cox offers plenty of glimpses at existing photos, but there are no movies of Nijinsky, so instead the director treats us to an aimless hodgepodge.",negative,negative,2,"aimless,hodgepodge.","[23, 24]",23,White/Caucasian,Male,Very well,PASSED,442,WY,White/Causasian,<=35,50443,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
256,QID651,66,At 78 minutes it just zings along with vibrance and warmth.,positive,positive,1,"zings,along,with,vibrance,and,warmth.","[5, 6, 7, 8, 9, 10]",21,White/Caucasian,Male,Very well,PASSED,402,WY,White/Causasian,<=35,50480,train,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
257,QID955,218,"... by the time it's done with us, Mira Nair's new movie has its audience giddy with the delight of discovery, of having been immersed in a foreign culture only to find that human nature is pretty much the same all over.",positive,no sentiment,3,done,[5],30,White/Caucasian,Female,Very well,PASSED,628,WY,White/Causasian,<=35,50759,train,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
258,QID665,73,"Gosling creates a staggeringly compelling character, a young man whose sharp intellect is at the very root of his contradictory, self-hating, self-destructive ways.",positive,positive,1,"staggeringly,compelling,character,","[3, 4, 5]",19,White/Caucasian,Female,Very well,PASSED,409,WY,White/Causasian,<=35,50929,train,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
259,QID713,97,Mazel tov to a film about a family's joyous life acting on the Yiddish stage.,positive,positive,1,"family's,joyous,life","[7, 8, 9]",23,White/Caucasian,Male,Very well,PASSED,445,WY,White/Causasian,<=35,50989,train,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
260,QID979,230,"As a girl-meets-girl romantic comedy, Kissing Jessica Steinis quirky, charming and often hilarious.",positive,positive,1,"quirky,,charming,often,hilarious.","[8, 9, 11, 12]",33,White/Caucasian,Female,Well,PASSED,652,WY,White/Causasian,<=35,51076,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]"
261,QID741,111,"Like life on the island, the movie grows boring despite the scenery.",negative,negative,2,"the,movie,grows,boring","[5, 6, 7, 8]",19,White/Caucasian,Female,Very well,PASSED,461,WY,White/Causasian,<=35,51497,train,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]"
262,QID705,93,"The fun of the movie is the chance it affords to watch Jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad.",positive,positive,1,"fun,smooth,,shrewd,,powerful,act,abroad.","[1, 21, 22, 23, 24, 25]",23,White/Caucasian,Male,Very well,PASSED,440,WY,White/Causasian,<=35,52633,train,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
263,QID811,146,"Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.",positive,positive,1,"Like,the,best","[0, 1, 2]",31,White/Caucasian,Female,Very well,PASSED,506,WY,White/Causasian,<=35,52913,train,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
264,QID567,24,"Reassuring, retro uplifter.",positive,positive,1,"retro,uplifter.","[1, 2]",27,White/Caucasian,Male,Well,PASSED,340,WY,White/Causasian,<=35,53373,train,"[0, 1, 1]"
265,QID751,116,The only entertainment you'll derive from this choppy and sloppy affair will be from unintentional giggles -- several of them.,negative,negative,2,"only,entertainment,choppy,and,sloppy,unintentional,giggles,several,of,them.","[1, 2, 7, 8, 9, 14, 15, 17, 18, 19]",19,White/Caucasian,Female,Very well,PASSED,466,WY,White/Causasian,<=35,54007,train,"[0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1]"
266,QID883,182,"A work of extraordinary journalism, but it is also a work of deft and subtle poetry.",positive,positive,1,"extraordinary,journalism,,deft,and,subtle","[3, 4, 12, 13, 14]",29,White/Caucasian,Male,Very well,PASSED,562,WY,White/Causasian,<=35,54163,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
267,QID971,226,"We never truly come to care about the main characters and whether or not they'll wind up together, and Michele's spiritual quest is neither amusing nor dramatic enough to sustain interest.",negative,negative,2,"neither,amusing,nor,dramatic,enough,to,sustain,interest.","[23, 24, 25, 26, 27, 28, 29, 30]",24,White/Caucasian,Female,Very well,PASSED,646,WY,White/Causasian,<=35,54238,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
268,QID1041,261,"Bray is completely at sea; with nothing but a Savage Garden music video on his resume, he has no clue about making a movie.",negative,negative,2,"no,clue,about,making,a,movie.","[18, 19, 20, 21, 22, 23]",21,White/Caucasian,Male,Very well,PASSED,696,WY,White/Causasian,<=35,54316,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
269,QID529,5,"Ryan Gosling is, in a word, brilliant as the conflicted Daniel.",positive,positive,1,brilliant,[6],22,White/Caucasian,Female,Very well,PASSED,307,WY,White/Causasian,<=35,54991,train,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
270,QID941,211,"... pitiful, slapdash disaster.",negative,negative,2,"pitiful,,slapdash,disaster.","[1, 2, 3]",30,White/Caucasian,Female,Very well,PASSED,616,WY,White/Causasian,<=35,55141,train,"[0, 1, 1, 1]"
271,QID945,213,Returning director Rob Minkoff... and screenwriter Bruce Joel Rubin... have done a fine job of updating White's dry wit to a new age.,positive,positive,1,"fine,job,updating","[12, 13, 15]",30,White/Caucasian,Female,Very well,PASSED,619,WY,White/Causasian,<=35,55198,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
272,QID863,172,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths.,positive,positive,1,"touches,the,heart,and,the,funnybone","[3, 4, 5, 6, 7, 8]",25,White/Caucasian,Female,Very well,PASSED,546,WY,White/Causasian,<=35,55240,train,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
273,QID739,110,This is one of those war movies that focuses on human interaction rather than battle and action sequences... and it's all the stronger because of it.,positive,positive,1,"it's,all,the,stronger,because,of,it.","[19, 20, 21, 22, 23, 24, 25]",19,White/Caucasian,Female,Very well,PASSED,460,WY,White/Causasian,<=35,55354,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
274,QID975,228,"Bogdanovich taps deep into the Hearst mystique, entertainingly reenacting a historic scandal.",positive,positive,1,"entertainingly,reenacting,a,historic,scandal.","[7, 8, 9, 10, 11]",24,White/Caucasian,Female,Very well,PASSED,648,WY,White/Causasian,<=35,55696,train,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
275,QID601,41,"It's a powerful though flawed movie, guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today.",positive,positive,1,"possibly,the,best,actor,working,in,movies,today.","[18, 19, 20, 21, 22, 23, 24, 25]",19,White/Caucasian,Male,Very well,PASSED,362,WY,White/Causasian,<=35,55878,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
276,QID719,100,The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D.,positive,positive,1,"immersive,powers,its,hyper-realistic,images,perfect,use,breathtakingly,beautiful","[1, 2, 8, 9, 10, 14, 15, 18, 19]",31,White/Caucasian,Female,Very well,PASSED,449,WY,White/Causasian,<=35,55975,train,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
277,QID819,150,I'm not sure which will take longer to heal: the welt on Johnny Knoxville's stomach from a riot-control projectile or my own tortured psyche.,negative,negative,2,"my,own,tortured,psyche.","[20, 21, 22, 23]",33,White/Caucasian,Male,Very well,PASSED,511,WY,White/Causasian,<=35,56596,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
278,QID935,208,One of the most exciting action films to come out of China in recent years.,positive,positive,1,"most,exciting","[3, 4]",24,White/Caucasian,Male,Very well,PASSED,613,WY,White/Causasian,<=35,57469,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
279,QID953,217,"The asylum material is gripping, as are the scenes of Jia with his family.",positive,no sentiment,3,as,[5],30,White/Caucasian,Female,Very well,PASSED,627,WY,White/Causasian,<=35,58188,train,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
280,QID661,71,Jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness.,positive,positive,1,"breathtakingly,assured,stylish,acute,expressiveness.","[4, 5, 7, 13, 14]",19,White/Caucasian,Female,Very well,PASSED,407,WY,White/Causasian,<=35,58196,train,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]"
281,QID755,118,Attal pushes too hard to make this a comedy or serious drama.,negative,negative,2,"pushes,too,hard","[1, 2, 3]",19,White/Caucasian,Female,Very well,PASSED,469,WY,White/Causasian,<=35,59111,train,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
282,QID679,80,That Haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace.,positive,positive,1,"maintain,wonderous,accomplishment,veracity,grace.","[4, 18, 19, 21, 24]",19,White/Caucasian,Male,Very well,PASSED,417,WY,White/Causasian,<=35,59156,train,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1]"
283,QID857,169,Intriguing and downright intoxicating.,positive,positive,1,"Intriguing,intoxicating.","[0, 3]",20,White/Caucasian,Male,Well,PASSED,542,WY,White/Causasian,<=35,59413,train,"[1, 0, 0, 1]"
284,QID961,221,"The problem is that for the most part, the film is deadly dull.",negative,negative,2,"The,problem,is,the,film,is,deadly,dull.","[0, 1, 2, 8, 9, 10, 11, 12]",24,White/Caucasian,Female,Very well,PASSED,637,WY,White/Causasian,<=35,59464,train,"[1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
285,QID1009,245,"Thanks largely to Williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.",negative,negative,2,"the,rest,is,waste,of,film.","[14, 15, 16, 20, 21, 22]",27,White/Caucasian,Male,Well,PASSED,676,WY,White/Causasian,<=35,59503,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1]"
286,QID987,234,A generic family comedy unlikely to be appreciated by anyone outside the under-10 set.,negative,negative,2,"unlikely,to,be,appreciated","[4, 5, 6, 7]",33,White/Caucasian,Female,Well,PASSED,658,WY,White/Causasian,<=35,60110,train,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
287,QID691,86,"A miraculous movie, I'm Going Home is so slight, yet overflows with wisdom and emotion.",positive,positive,1,"miraculous,slight,,overflows,with,wisdom","[1, 8, 10, 11, 12]",19,White/Caucasian,Male,Very well,PASSED,428,WY,White/Causasian,<=35,60159,train,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
288,QID957,219,... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season.,negative,positive,1,exciting,[3],30,White/Caucasian,Female,Very well,PASSED,629,WY,White/Causasian,<=35,60265,train,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
289,QID549,15,The soundtrack alone is worth the price of admission.,positive,positive,1,worth,[4],20,White/Caucasian,Male,Well,PASSED,328,WY,White/Causasian,<=35,60395,train,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
